25
34.048	50.83
35.391	15.96
15.684	46.444	1.0
42.238	32.804	1.0
20.209	38.284	1.0
11.021	52.768	1.0
48.731	23.894	1.0
49.095	52.424	1.0
44.381	9.777	1.0
34.747	23.623	1.0
25.577	11.469	1.0
36.331	38.174	1.0
31.137	26.043	1.0
41.599	7.987	1.0
38.356	2.96	1.0
32.269	4.368	1.0
19.796	10.238	1.0
2.395	17.24	1.0
43.574	6.239	1.0
14.888	22.815	1.0
48.342	43.13	1.0
31.692	1.887	1.0
9.906	24.956	1.0
23.182	7.817	1.0
44.541	39.941	1.0
19.262	19.499	1.0
39.233	41.8	1.0
0.783	0.875	0.743	0.818	0.749	0.724	0.869	0.757	0.814	0.747	0.829	0.862	0.813	0.765	0.747	0.888	0.864	0.829	0.83	0.858	0.735	0.868	0.753	0.861	0.725
