23
31.881	26.387
0.171	22.236
1.298	32.907	1.0
39.661	5.429	1.0
40.034	11.383	1.0
18.255	17.93	1.0
29.49	17.223	1.0
35.632	40.612	1.0
39.025	20.665	1.0
14.784	22.599	1.0
31.307	8.338	1.0
27.93	5.861	1.0
36.437	16.168	1.0
19.819	39.684	1.0
38.234	25.351	1.0
14.548	37.196	1.0
0.502	8.697	1.0
8.887	37.664	1.0
15.366	13.944	1.0
4.935	22.956	1.0
7.972	34.612	1.0
12.452	33.298	1.0
5.809	31.041	1.0
16.005	34.373	1.0
22.06	5.407	1.0
0.782	0.811	0.749	0.769	0.716	0.819	0.768	0.783	0.854	0.814	0.884	0.726	0.838	0.849	0.856	0.829	0.822	0.743	0.872	0.89	0.843	0.734	0.881
