20
218	169
9	337
104	110	10.5945
278	279	17.7574
56	158	3.28625
124	140	9.10101
313	195	7.60727
122	366	1.04296
171	102	17.8519
240	378	27.1334
341	139	9.57611
118	363	1.48455
158	5	1.74064
35	52	20.2435
167	234	21.2671
153	8	1.73566
336	215	3.1913
128	41	12.0069
346	367	29.0215
348	224	3.4323
40	160	3.74567
314	112	9.09447
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
