25
18.548	43.992
3.279	49.451
21.522	43.818	1.0
54.163	36.517	1.0
52.403	34.46	1.0
42.096	16.732	1.0
16.073	39.744	1.0
46.326	8.49	1.0
6.098	54.415	1.0
24.598	50.096	1.0
17.037	43.496	1.0
6.617	33.495	1.0
32.826	56.934	1.0
19.223	32.065	1.0
57.065	26.753	1.0
46.352	52.676	1.0
59.499	58.749	1.0
40.275	14.067	1.0
28.927	38.812	1.0
44.447	25.505	1.0
18.683	3.447	1.0
46.546	31.845	1.0
44.787	54.638	1.0
6.34	44.761	1.0
38.357	36.753	1.0
39.042	39.563	1.0
14.705	34.176	1.0
0.82	0.898	0.762	0.881	0.787	0.781	0.768	0.815	0.792	0.726	0.711	0.876	0.876	0.898	0.731	0.73	0.706	0.769	0.713	0.867	0.806	0.801	0.875	0.757	0.785
