28
325	204
727	79
757	185	26.1603
343	373	26.3845
563	688	26.2566
609	628	9.29049
455	110	22.9203
167	674	22.4295
741	79	5.20003
679	8	32.8381
72	237	17.6518
205	629	18.657
616	601	10.7703
95	91	55.5629
300	650	35.5292
13	306	35.5769
359	306	9.01718
520	46	8.75407
693	107	15.6012
503	62	8.17288
106	280	20.4682
628	369	24.7781
685	227	25.6585
344	216	7.20689
593	447	11.05
411	286	16.454
657	624	18.3731
366	278	10.2388
623	440	10.5391
543	372	29.885
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
