28
213	387
492	244
370	307	38.3081
439	494	24.05
119	639	15.0103
187	114	30.2853
214	651	28.7347
587	103	45.5768
454	194	18.863
660	691	41.0657
630	394	28.1622
164	212	36.125
756	339	43.7733
419	115	9.11314
779	538	47.077
326	150	5.11475
446	564	23.9619
149	359	24.2544
336	137	6.21717
443	113	8.19336
136	538	34.9668
90	46	44.6153
625	560	45.2073
590	320	28.6553
471	311	22.395
339	518	35.8421
258	283	37.0581
398	622	27.6372
262	165	22.2315
98	673	15.127
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
