28
413	173
228	330
95	327	21.2471
90	603	6.49025
100	775	4.83076
69	758	5.39308
701	91	5.72374
119	483	5.36484
3	17	33.1159
44	698	10.9219
389	541	8.97504
642	75	12.1596
162	498	6.03488
697	372	6.82632
3	442	15.6039
727	775	10.6436
19	194	25.5734
725	706	10.8017
253	467	12.2697
145	593	10.1691
502	44	8.28134
550	77	11.1331
611	463	15.3016
731	392	6.24192
245	662	14.7507
751	70	2.83741
764	86	3.67827
426	569	8.15148
395	322	26.7673
668	528	10.7127
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
