28	5
396	425
175	540
202	254	1.35781
203	262	0.30301
202	261	0.205704
198	254	0.248336
196	253	0.72286
196	261	2.20724
391	468	0.184
386	469	1.2175
392	462	1.6998
382	463	1.43376
386	472	0.151495
384	466	0.155954
51	531	0.554722
49	523	0.807152
51	525	0.202695
44	522	0.188094
45	529	2.42199
43	522	0.2342
507	35	0.25862
506	37	0.573917
512	36	0.196487
503	33	1.23579
513	30	2.32341
23	-2	0.756558
20	-1	0.237524
23	6	2.35255
19	-4	1.09681
18	0	0.60358
0.364061	0.488988	0.488976	0.334184	0.461941	0.373395	0.452481	0.497268	0.453412	0.413135	0.324061	0.400383	0.331155	0.446542	0.480646	0.471114	0.34592	0.34336	0.458703	0.35001	0.482617	0.349479	0.432992	0.436154	0.368097	0.42965	0.330685	0.33545
0.509846	0.53721	0.527997	0.467476	0.571913	0.528566	0.579411	0.578436	0.578268	0.569551	0.429976	0.594107	0.425455	0.496643	0.46838	0.597012	0.570941	0.454054	0.483488	0.419431	0.444358	0.440816	0.486388	0.56096	0.422272	0.566433	0.490296	0.587521
