28	5
58	52
257	510
51	51	1.80015
54	47	0.21326
55	47	0.175343
59	47	0.582613
59	49	0.249884
59	52	0.32545
481	55	0.725903
489	45	1.67463
490	52	0.535144
485	47	0.21218
490	54	0.227729
481	53	0.241323
248	242	2.1271
256	252	0.198679
258	252	0.701792
253	251	0.499102
253	244	0.289537
253	247	1.10636
534	475	0.196868
535	469	1.15943
537	479	1.84138
533	471	0.227414
532	471	0.212484
52	491	0.263569
51	492	0.295848
55	492	0.393864
56	491	0.195352
49	488	1.44006
0.459622	0.459544	0.474037	0.428088	0.420116	0.475897	0.466292	0.439266	0.461038	0.376562	0.427992	0.48095	0.454462	0.497708	0.323464	0.315874	0.373107	0.375582	0.459798	0.493948	0.352676	0.305448	0.37385	0.423989	0.343361	0.492394	0.492153	0.431819
0.441075	0.512835	0.52973	0.589085	0.469234	0.45179	0.552948	0.538829	0.490066	0.473117	0.463732	0.536776	0.593721	0.406351	0.405317	0.475729	0.532497	0.453163	0.581187	0.487578	0.579113	0.513725	0.416739	0.440294	0.580966	0.520385	0.516009	0.592133
