28	5
44	32
506	464
283	275	0.287317
281	272	0.481009
287	275	1.26391
278	277	1.15049
281	279	0.282558
282	274	0.292235
539	457	0.882509
540	460	0.402183
543	466	2.24263
534	464	1.37396
543	459	1.07184
538	463	0.316626
8	542	0.681595
14	548	1.35212
5	538	0.78555
11	545	0.335195
6	541	0.286357
7	546	0.84738
412	32	1.05667
418	27	0.341353
415	32	0.307562
415	26	1.09207
418	31	1.01024
83	68	1.49316
91	66	0.838556
88	65	0.33223
86	63	0.409203
84	63	0.327968
0.495691	0.327794	0.356889	0.377801	0.373554	0.378168	0.409232	0.333185	0.451951	0.405003	0.454239	0.475672	0.415057	0.460219	0.348903	0.431921	0.385865	0.428254	0.358101	0.461943	0.396983	0.479091	0.362781	0.465261	0.346885	0.477776	0.31348	0.414969
0.422632	0.48814	0.460743	0.580646	0.426084	0.583667	0.411825	0.41316	0.419624	0.402365	0.530639	0.458825	0.580843	0.53256	0.54618	0.441946	0.474184	0.511882	0.446656	0.479546	0.534498	0.439301	0.470807	0.532997	0.419385	0.508723	0.569774	0.511978
