28	5
292	140
511	289
514	521	0.185264
515	520	0.276464
508	525	1.57702
514	524	0.587967
513	526	0.298616
513	520	0.378162
367	35	0.576328
368	38	0.602715
369	34	0.203744
364	37	0.749252
366	38	0.214376
373	34	1.12471
9	539	2.46808
4	543	0.168942
6	548	0.935359
2	546	0.213946
3	549	0.245104
3	546	0.241513
11	121	0.247999
14	122	1.04049
12	128	0.786832
14	126	0.217803
8	120	0.840283
234	329	0.823431
233	337	0.556484
235	338	0.228059
238	330	0.785648
236	331	0.176151
0.347767	0.346006	0.340215	0.433537	0.481606	0.498848	0.468061	0.478304	0.310567	0.320019	0.339573	0.478645	0.450995	0.479414	0.49722	0.308732	0.418699	0.35102	0.450937	0.372177	0.49655	0.319565	0.445044	0.359061	0.41726	0.475705	0.405878	0.42152
0.558993	0.524653	0.443519	0.574798	0.585784	0.535924	0.553855	0.593924	0.569435	0.586238	0.453896	0.512987	0.448685	0.523134	0.565442	0.48796	0.466748	0.479952	0.443214	0.511867	0.584625	0.443505	0.576822	0.400564	0.523992	0.459871	0.480268	0.543413
