29
203	283
74	647
749	5	56.9652
85	390	19.9758
680	715	11.0607
192	318	7.77365
464	202	32.5507
198	352	7.5336
539	111	23.0154
747	435	28.3604
436	62	28.7799
255	671	30.9803
646	826	14.2375
774	571	31.0421
659	369	30.2614
18	556	26.4357
421	387	46.5444
14	717	20.0943
658	761	11.5403
149	438	20.1596
339	238	33.6321
533	762	25.7581
764	225	9.11829
134	693	19.6228
352	607	24.3382
654	508	31.6446
692	790	11.9825
628	708	11.8056
666	264	25.594
808	223	9.89269
258	784	27.355
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
