35
309	175
1210	305
77	247	17.4719
427	21	42.5781
1088	91	46.1591
737	594	22.6795
540	28	41.5645
836	498	17.3838
493	175	38.1624
1030	745	35.075
688	625	22.7417
1223	321	6.45478
946	156	51.7337
860	265	55.1918
877	1112	67.5725
1170	704	45.5038
522	277	38.8517
821	551	18.202
282	186	11.427
225	516	72.7931
640	1121	28.3971
122	213	22.4693
1197	53	41.4827
709	1049	39.2445
33	621	8.07631
78	144	22.3838
613	602	17.2316
550	1116	33.2412
1176	1188	118.236
1006	638	39.1522
439	985	66.3898
63	78	22.6738
241	1060	76.3409
555	589	19.969
55	626	7.25116
585	643	15.6678
687	1221	36.1124
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
