30
893	385
394	408
892	878	74.4476
104	101	26.131
324	403	11.934
133	164	7.89019
431	570	23.3134
100	493	36.1708
658	713	41.1486
716	802	32.9947
291	418	11.7439
294	273	41.5483
420	410	8.40908
883	217	66.4964
527	543	22.5446
448	510	19.87
896	591	18.1294
447	370	10.2609
22	417	15.3493
440	668	30.881
840	578	19.5109
397	357	18.0455
527	86	50.3103
12	458	15.8487
585	575	24.6957
622	441	48.7553
656	142	44.2287
387	28	56.7197
402	301	18.665
448	397	10.4552
175	325	51.691
152	154	7.33739
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
