35
911	1164
146	68
157	206	21.1767
906	176	11.2082
58	545	7.06765
860	1211	7.43532
393	898	28.4909
1151	1026	11.3247
760	119	7.05629
152	817	18.9262
688	427	42.7301
651	755	14.8352
189	1039	17.9022
243	1145	2.86387
1207	441	10.4605
192	1150	5.25415
135	965	4.99972
1059	514	17.9102
1193	513	13.5444
255	1134	2.16983
1094	1044	6.05491
890	1146	5.03665
100	576	10.3249
811	970	13.4589
136	911	8.7611
764	65	5.95948
322	664	44.8695
847	185	7.6216
94	973	6.11822
811	614	17.2899
861	1057	13.7077
1209	242	37.7013
532	990	21.6408
34	813	21.0996
1169	677	24.9971
1052	1047	5.87085
769	746	17.3955
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
