33
765	807
997	491
761	1019	9.90565
939	435	13.8825
488	209	13.4988
252	157	9.87045
837	1087	10.895
916	627	25.8778
810	511	6.79104
196	82	13.6672
323	615	16.6734
287	278	3.63032
663	643	11.0642
53	52	14.6489
124	831	28.7406
582	396	20.2644
332	805	8.97886
537	529	14.1569
691	1058	11.9805
307	284	2.22921
361	731	5.5183
1066	828	39.852
771	475	8.67533
187	269	4.7716
1052	461	10.2789
328	1023	32.7722
86	683	8.03703
148	246	6.52343
718	633	8.48273
405	224	11.5385
19	987	31.4704
353	762	4.78591
28	677	8.2154
877	224	17.3129
1003	305	16.3734
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
