32
162	933
173	965
52	30	9.08868
98	837	27.3416
637	227	39.8044
996	0	117.328
513	143	55.162
532	990	42.7871
281	459	9.00801
666	1020	54.8612
990	715	8.35678
974	730	7.03093
996	750	9.57037
98	964	14.4934
933	372	48.6578
746	766	50.2513
736	313	45.0254
336	815	46.3239
58	989	2.13319
393	250	53.4756
46	414	68.513
66	196	44.4956
719	140	3.77275
261	445	7.72232
52	988	2.27677
323	959	48.554
982	666	18.7577
406	615	79.3344
803	897	56.2428
726	133	3.27896
947	514	52.6727
73	50	9.3621
30	823	27.5997
202	922	15.4402
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
