30
118	52
718	536
401	737	8.5938
745	252	50.2244
63	349	25.1217
541	185	10.6923
384	708	7.14213
47	218	7.93921
821	803	13.6732
227	831	21.0167
632	714	10.4964
16	47	20.6434
589	864	31.3071
612	83	31.787
743	679	14.1498
520	647	35.6912
274	886	18.7742
111	813	14.5638
129	229	19.2076
808	748	13.7786
596	745	11.8076
505	210	10.2605
131	743	15.1684
417	183	20.3335
167	345	25.4639
715	627	14.9691
166	705	14.012
747	29	29.2054
893	862	19.6907
38	181	9.40169
260	127	44.2985
373	452	58.7619
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
