27
73	120
530	133
231	504	12.3126
291	700	4.7342
49	481	15.3141
710	260	9.30971
704	368	2.97519
614	499	18.0121
481	345	29.0486
509	510	20.38
571	658	16.067
243	52	13.1964
325	343	15.7089
388	497	9.27634
407	671	18.8072
265	676	3.88422
214	435	10.7888
54	281	9.04806
104	424	10.5655
265	182	12.3645
68	106	2.31983
707	345	2.85527
569	14	14.6467
393	561	10.0159
410	86	15.3882
717	201	7.76003
91	709	18.9343
123	268	12.9867
286	115	10.3244
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
