34
1000	840
237	658
155	875	60.1686
670	994	53.536
630	677	15.3775
615	713	15.1365
753	92	40.9092
529	975	9.1103
161	1034	49.2256
585	407	21.7618
736	342	38.2097
524	888	28.0571
307	1043	48.9955
989	569	46.3851
218	146	39.9551
869	321	41.1009
470	675	36.8067
95	193	42.9373
212	512	43.8009
627	79	40.8054
1083	769	33.2902
349	207	50.132
1038	448	46.1423
516	997	9.65532
232	381	46.432
183	689	23.3218
839	577	48.059
65	461	21.2962
448	790	42.7429
499	158	54.1945
119	433	20.2376
690	443	19.2853
634	452	17.0229
35	385	26.8117
908	735	55.297
322	543	43.8384
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
