32
210	966
699	216
106	856	23.0736
447	966	29.1407
232	960	6.0716
282	156	12.7362
354	687	39.6798
692	68	3.6843
690	933	30.485
810	70	26.5224
252	597	14.8618
225	97	6.09715
90	964	23.8772
614	711	60.3113
736	156	20.4803
302	420	31.0427
332	184	15.0919
19	378	3.80087
5	373	3.57233
47	94	28.5541
520	49	46.6184
174	186	11.6532
876	785	24.2872
807	994	33.2298
107	17	25.5832
394	864	30.7055
227	848	29.2228
163	147	8.88603
192	114	9.41636
1018	341	100.706
696	85	4.57728
296	560	11.5124
217	71	5.55862
812	877	30.7322
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
