29
371	768
249	157
547	516	14.0938
257	150	3.37629
400	393	7.96384
789	66	39.395
215	132	15.3009
467	223	31.3082
514	603	35.9593
61	841	18.12
114	747	28.6709
173	202	23.9327
115	840	20.8762
735	157	35.6241
381	399	6.03284
776	495	63.3864
258	766	37.1675
404	472	29.6748
244	167	3.97624
63	469	29.8431
311	112	24.588
698	5	36.7132
366	241	38.2005
512	490	13.7991
561	737	9.71475
85	193	35.0879
650	598	51.0013
743	778	64.5276
3	416	31.8106
267	600	57.1038
559	764	10.2741
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
