27
420	680
430	673
651	331	30.1238
711	144	15.8124
517	8	50.1806
440	422	6.36953
674	80	16.4643
370	493	26.811
640	491	8.30935
692	575	21.0845
249	29	25.1225
518	581	5.45636
10	543	73.3362
252	296	13.9597
517	621	10.4861
330	1	17.2507
597	661	21.4154
142	196	31.0454
324	73	17.4774
159	88	22.8678
535	418	25.0313
16	256	6.34628
40	275	8.80639
688	224	18.5627
608	489	8.38867
442	400	4.86008
508	560	5.22343
405	589	19.8785
303	263	13.2305
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
