35
168	989
242	813
174	610	21.5228
1045	676	33.3592
1093	51	17.4355
1140	987	34.6424
77	917	24.2505
985	1032	13.8004
1017	1008	4.25385
846	1174	25.3826
303	1024	46.1025
508	759	65.3181
237	612	19.7024
170	1040	20.2179
1011	1170	42.7866
198	890	31.5979
156	489	34.2698
93	7	88.3592
1027	1000	4.69356
617	1107	34.7451
485	1037	22.5386
324	680	42.1799
103	568	30.4684
224	793	9.72506
12	964	30.5044
1071	10	17.8157
773	1147	24.252
1208	909	33.4914
213	310	22.7663
544	1055	19.3132
202	220	22.3935
1055	580	32.2492
757	760	41.9707
671	848	48.2167
961	847	62.5943
263	255	22.9707
1217	597	63.0343
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
