34
620	84
1120	568
366	170	7.14926
1129	129	108.233
138	1083	8.18183
429	822	37.0554
90	760	37.2977
551	535	35.0003
371	456	37.4098
286	943	47.3342
16	18	92.2023
602	10	18.0631
303	301	43.1393
776	282	16.6668
732	616	5.43745
468	1097	55.4473
822	735	12.5238
196	662	26.4286
467	648	39.2179
1133	747	37.4005
792	358	17.8497
719	599	4.80696
172	559	23.102
686	782	26.7576
933	1092	20.3022
1078	583	9.41017
3	347	33.7589
696	467	29.4213
1098	614	9.31988
341	146	9.68232
856	1047	21.3345
170	1059	9.19985
1093	546	9.91625
135	429	27.8014
730	197	28.4725
795	771	12.6926
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
