32
575	388
618	43
470	815	9.80403
662	832	7.25036
454	503	17.0186
802	59	15.6887
282	886	13.0357
368	335	25.6899
233	831	7.95772
675	1008	7.70308
19	1009	34.6709
894	376	3.449
691	942	8.47346
360	762	14.0751
986	570	17.3851
695	121	13.0557
694	549	18.176
728	841	8.10313
272	812	4.73824
924	678	15.435
526	847	10.3036
840	547	12.9362
823	620	6.57671
870	616	7.10832
242	661	11.2304
245	478	17.8785
338	607	5.08925
197	224	30.4993
502	701	16.5215
517	88	16.5533
367	599	4.82714
143	526	13.2039
728	680	20.0037
872	398	4.14257
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
