32
691	185
371	339
266	308	10.0564
1	48	10.3503
667	1021	43.144
102	85	1.74147
796	14	13.61
98	75	2.02367
129	302	10.0462
81	656	16.8713
718	239	10.5649
225	170	6.30672
238	756	20.4159
217	263	12.9312
265	451	11.1213
525	188	27.3359
25	395	24.0418
432	606	16.3977
178	665	17.3273
299	897	12.6516
132	786	17.6395
342	679	14.2199
780	292	14.7372
925	796	45.3423
178	141	8.05774
354	336	2.22322
994	271	12.981
989	361	16.738
389	815	19.3597
803	115	18.8442
530	562	12.0548
351	408	12.5264
383	239	13.6963
594	517	14.0326
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
