34
1132	6
1121	1122
172	457	51.1496
272	20	28.6794
957	1054	33.7509
376	1122	21.5381
17	548	41.4328
490	283	46.2863
825	706	24.014
955	428	40.9857
1083	534	11.361
154	41	30.9691
1084	583	14.5806
686	895	44.3698
275	1085	30.731
229	688	38.2056
869	981	24.9085
644	494	27.9599
64	1149	5.40102
469	471	18.1005
23	305	59.6668
463	921	41.133
1125	843	60.0994
684	110	57.4725
1146	633	16.2977
488	108	47.3483
870	863	28.6391
400	679	38.9955
513	533	22.504
1032	650	19.3142
38	1149	6.98514
323	812	36.7818
43	1010	31.1519
869	593	27.6556
943	711	24.6415
1026	545	14.4209
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
