32
842	835
443	847
258	995	36.8382
594	17	33.942
849	331	54.6457
313	577	58.303
722	489	35.5455
607	596	46.605
645	161	16.2293
637	103	20.8038
682	898	21.0196
937	575	30.0144
652	207	17.8329
703	956	20.9217
616	471	37.8968
578	943	35.7065
283	734	61.035
933	440	50.7921
803	195	28.9805
438	790	20.1509
984	154	32.1978
150	1010	18.359
150	216	92.7365
445	296	56.1735
933	659	28.7227
723	157	29.3126
37	476	73.7634
893	986	58.812
348	416	33.3494
265	427	25.3665
882	175	26.3133
2	911	60.1887
103	1024	15.798
927	735	28.5948
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
