32
905	329
408	438
822	585	15.7955
710	318	19.8016
475	731	5.35357
724	882	21.6675
683	192	5.45118
737	622	6.6642
209	18	8.62166
597	742	13.1492
830	263	16.2332
313	331	15.9822
115	414	13.049
857	23	26.7588
661	606	7.87837
36	808	43.1527
280	406	11.7758
275	807	22.661
691	648	6.04305
954	473	19.9383
724	186	5.68633
921	660	14.784
591	177	10.511
542	329	22.4637
430	312	1.79296
192	101	14.8976
466	979	13.8428
336	508	16.8448
89	350	9.04463
533	570	22.3154
421	298	2.80697
407	916	8.87452
644	39	28.7478
519	731	6.31947
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
