27
143	92
309	517
153	463	3.21529
270	602	8.68747
676	593	14.9262
469	305	10.4626
209	237	16.7517
612	633	10.8071
130	463	4.20713
186	726	17.7339
455	225	4.80884
640	259	9.47364
88	13	15.7469
241	378	4.34213
305	650	6.0496
88	677	2.56808
716	693	14.3143
70	669	3.76769
719	288	9.22923
28	702	3.22944
290	294	8.17973
61	262	27.8872
645	340	8.6621
414	221	4.69823
342	656	6.74351
353	264	12.14
492	669	18.1087
4	720	5.16741
260	361	4.39762
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
