29
441	514
139	528
347	617	18.1101
261	214	7.01581
28	672	5.59288
628	752	26.0055
232	695	9.63107
187	141	11.316
746	781	35.7315
706	310	18.1586
408	756	18.662
45	662	5.26748
664	436	17.1053
660	354	18.0604
587	506	25.3144
143	157	14.0317
829	577	26.9424
598	38	37.8957
660	225	9.09482
561	808	23.0424
656	189	9.19718
231	214	8.68658
385	281	39.9022
350	722	16.3331
403	641	14.2352
142	575	11.435
268	696	9.12583
456	544	8.42465
817	463	26.6368
161	100	13.0025
490	112	29.1504
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
