35
921	159
1116	820
240	877	27.1528
919	1192	21.2009
153	421	9.62902
1165	701	35.2591
989	866	27.9346
559	789	11.1684
885	645	14.5994
150	831	24.0346
685	456	18.5081
239	199	29.3387
188	100	24.3113
103	898	23.9281
111	381	13.5239
740	589	37.624
651	383	18.4173
667	842	9.26022
713	859	4.90664
905	593	12.1637
81	624	18.2543
69	1048	15.3663
528	1002	45.2476
514	780	5.05361
1129	131	11.2461
722	844	4.83865
847	1208	20.6803
170	622	24.8928
1085	110	12.313
166	451	8.2248
905	708	15.9396
13	1046	15.3611
953	143	7.34349
494	777	4.9814
687	870	7.42775
1084	1164	46.2189
990	710	25.3709
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
