34
270	233
1039	799
375	1025	45.2137
1101	351	26.8236
1113	936	39.0167
340	148	21.4089
1021	1	4.77193
472	555	29.0276
605	885	35.3021
981	337	9.99004
643	760	27.9601
239	901	7.25639
900	1069	29.3559
522	50	50.3687
333	35	6.65833
954	307	9.80534
460	885	40.7242
817	970	32.4446
944	907	34.7432
194	934	16.7364
441	671	31.2614
674	634	28.6867
193	687	24.0994
263	883	6.57887
316	440	56.9128
1006	17	5.47956
315	751	28.1071
916	98	32.5366
842	4	32.8502
49	438	57.1545
200	773	19.2047
767	682	28.2708
193	1139	54.1568
333	63	6.4017
1112	632	51.7746
239	163	21.5384
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
