33
788	539
850	206
971	565	46.2587
615	486	46.7469
57	0	56.1009
915	678	29.1834
933	786	12.389
749	422	20.9829
780	141	33.9224
20	192	66.9079
775	370	18.3625
240	20	55.5749
584	19	77.0631
1082	287	37.4342
219	754	20.4988
93	442	27.7769
52	528	33.1025
610	630	52.2029
127	727	35.2957
995	342	31.2632
330	703	40.4173
364	880	56.3047
919	820	7.3525
268	253	31.0948
725	360	20.3196
275	454	46.1575
196	317	31.4698
232	809	19.9067
824	672	35.8891
601	1067	108.491
501	259	50.2065
931	839	8.92266
167	407	29.6176
668	253	41.2047
477	520	56.8404
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
