33
109	348
1026	779
1081	263	20.4682
744	753	11.1203
300	752	12.6835
359	845	12.2049
258	579	29.1372
350	1066	14.5996
678	316	29.8734
850	254	5.93758
542	812	15.1914
39	939	35.5455
1067	561	2.1577
934	1038	11.3062
1044	25	14.4471
831	304	9.23307
242	940	25.3804
468	777	14.5876
1064	138	19.0911
95	503	27.7831
817	502	35.721
645	772	12.5802
604	593	34.0198
975	801	11.0353
1031	766	2.28736
513	117	30.0333
545	984	9.85312
1052	565	2.31121
1023	893	17.9393
438	1002	20.1911
510	897	17.8271
845	1076	9.81347
1008	1058	11.7929
177	34	12.7737
269	44	16.8523
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
