35
1066	794
726	984
114	10	8.94511
1019	614	32.2624
402	249	27.3602
929	404	23.6695
548	1066	29.2399
349	567	11.6348
848	803	7.33255
919	140	18.7086
185	974	28.635
681	142	20.3954
152	64	10.3694
303	54	19.9184
207	465	26.477
991	807	8.53553
567	814	19.1145
750	836	7.00793
993	300	17.0445
786	862	5.45519
953	1209	31.3996
843	871	11.0241
1161	905	22.9251
792	404	24.9219
847	209	16.0622
667	1209	34.4097
142	1127	22.1244
320	803	30.5791
182	599	15.8971
452	951	9.74137
407	930	9.8213
371	1171	26.6728
1068	237	5.26248
381	512	9.5217
1115	224	6.53543
586	575	31.2753
512	397	25.0747
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
