31
516	763
576	719
506	766	3.28531
453	662	42.6172
420	405	42.0531
183	804	15.7144
795	45	31.7963
266	922	10.7575
831	268	36.8789
292	934	8.61759
249	626	40.2314
145	521	49.3426
572	60	16.9732
726	137	13.269
720	286	38.1606
567	303	51.9831
649	163	25.6016
593	921	59.9103
318	488	40.381
574	711	2.85397
60	692	15.8031
231	810	16.4365
616	86	16.5479
715	171	10.8843
960	942	143.938
37	652	16.2328
789	159	25.385
677	464	46.6489
284	744	28.1207
8	42	185.448
570	538	39.8536
711	18	27.9244
340	698	22.2859
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
