29
515	15
236	141
314	470	62.1391
737	489	34.8873
63	408	48.6042
690	659	11.8909
610	93	15.7932
468	794	18.894
215	806	21.5553
546	499	42.9013
475	160	22.8876
195	85	25.2283
453	8	24.9084
272	769	16.1605
792	297	58.7128
667	566	28.8134
357	672	31.0499
124	290	4.86667
423	834	23.5106
767	642	25.8193
654	648	11.6066
323	759	16.384
424	243	30.3297
634	369	57.2921
597	135	16.5812
91	0	47.6995
360	49	12.5726
616	758	40.0576
458	92	24.1521
370	88	12.6218
139	294	5.16618
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
