29
121	499
382	549
284	828	11.986
404	96	16.7381
459	16	26.554
679	388	21.0717
571	78	7.0438
55	784	11.2736
361	140	15.5899
111	642	29.0568
812	327	24.0722
589	54	7.20357
210	101	25.9929
237	814	12.7094
54	738	12.4149
274	600	27.5311
207	382	9.75132
627	225	34.484
538	829	47.8978
64	40	32.2664
516	259	24.0948
141	200	24.0888
52	196	17.8708
97	797	11.1202
413	564	8.22945
171	373	9.47196
768	551	29.3985
498	384	32.6412
576	671	43.4327
748	426	18.4847
800	183	29.4618
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
