35
439	569
801	961
668	1192	2.48642
676	773	23.0625
520	341	9.85942
1091	537	8.77894
1098	1172	26.1956
733	61	17.6769
930	506	30.1968
399	854	20.6909
1106	466	10.1029
838	970	4.18412
1137	162	17.2888
268	1080	28.2101
1115	26	4.53812
131	332	4.176
656	115	10.1532
589	966	5.13971
170	332	5.30676
743	532	7.00411
704	547	7.59456
1142	48	6.29794
1011	1073	13.8083
1219	101	15.9003
816	652	21.8956
340	96	23.4024
228	910	33.3833
824	1174	19.7338
420	976	14.2931
659	1202	2.30599
437	386	11.6673
246	354	14.4794
526	1038	6.20041
985	783	39.0127
562	991	6.74704
441	191	22.0559
1214	1085	16.4518
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
