32
44	1003
533	773
580	460	20.7493
895	218	46.317
936	680	36.5253
287	36	25.5484
17	1001	9.83641
133	907	46.4175
371	16	29.089
489	834	17.1617
96	181	45.8375
872	904	10.3175
610	403	24.7758
656	288	42.5507
789	787	36.1935
133	636	35.1455
284	965	52.4121
389	827	10.6172
846	905	10.2765
685	791	39.2218
419	836	11.8945
936	568	37.0899
192	50	11.6333
748	500	42.8131
428	470	58.0067
486	786	15.7999
8	506	66.4635
955	86	57.2977
123	741	35.0606
224	55	11.0433
94	48	31.5975
903	1010	39.4342
660	635	37.1975
620	526	25.9283
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
