28
188	490
165	469
623	129	5.81465
78	255	11.6828
755	390	15.3472
743	670	14.6261
508	499	37.2199
481	21	30.4156
383	660	7.73627
267	350	11.1935
449	128	18.8812
395	79	20.5502
138	565	21.199
310	581	13.5613
719	725	3.45112
59	215	8.90242
513	707	34.775
355	565	11.1393
397	636	6.65075
196	684	36.8185
207	396	19.9973
65	736	35.7676
734	719	3.6959
701	562	28.5584
310	343	9.12044
488	350	28.9095
648	137	7.16147
336	427	22.1381
485	248	26.988
721	437	14.0983
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
