29
340	828
725	124
734	397	13.7627
735	669	7.78464
125	783	8.15734
414	815	9.2829
176	308	13.2186
795	136	2.87798
807	148	1.84255
758	288	21.7902
367	539	30.4584
787	443	4.99209
394	174	5.3709
176	176	2.84504
578	267	21.3035
172	194	2.50384
758	481	7.96483
482	687	4.2424
17	804	17.6708
22	102	13.9734
783	707	12.2094
647	588	16.4727
282	812	10.9833
435	162	2.15475
482	26	24.2864
475	722	6.8262
137	576	1.56692
445	150	1.9981
145	570	1.28599
28	233	20.5118
186	804	12.4774
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
