30
792	579
668	325
608	87	56.4445
189	208	16.9482
382	655	36.3778
377	161	40.1936
353	543	11.0552
785	302	38.7229
180	884	41.5649
672	854	15.1734
140	16	58.6413
211	156	10.7102
462	858	41.0266
230	134	11.5738
880	20	86.9572
211	384	46.907
503	503	52.7501
377	304	54.2289
657	457	44.0667
60	859	41.8033
39	504	23.3934
681	898	15.2371
830	682	36.7966
33	662	62.4975
381	770	37.8883
350	515	8.91609
55	173	51.7199
262	121	11.543
680	779	28.9546
98	478	20.4171
640	609	60.7295
441	37	48.1834
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
