29	5
326	526
474	252
537	492	1.38896
542	495	0.151635
539	489	0.224646
547	496	1.7287
546	490	0.183191
545	490	0.245459
255	12	0.891463
252	12	0.244678
252	10	0.599621
249	16	0.817919
252	16	0.239687
252	13	0.21894
557	28	1.41742
554	19	0.823131
556	21	0.177406
558	19	0.81216
556	20	0.234358
559	24	0.20015
227	341	0.42748
232	339	1.536
227	343	0.402859
226	349	1.64246
228	342	0.213078
234	348	2.27739
1	540	0.309209
2	539	0.243102
9	541	0.680803
7	540	0.249039
2	534	1.60741
0.385148	0.44091	0.435114	0.486091	0.433227	0.425114	0.453498	0.464114	0.479902	0.461798	0.304023	0.311131	0.410037	0.374898	0.408742	0.330608	0.446126	0.438466	0.492333	0.469061	0.447281	0.458394	0.49249	0.472656	0.320631	0.466698	0.380063	0.375986	0.390072
0.553643	0.400267	0.481748	0.457863	0.481002	0.527149	0.426887	0.400031	0.41401	0.424013	0.570382	0.458307	0.571132	0.46743	0.550782	0.456946	0.482036	0.420999	0.586433	0.557427	0.56972	0.486939	0.453538	0.506815	0.527664	0.429184	0.450147	0.56547	0.460542
