29	5
79	3
571	94
65	512	0.464937
69	515	1.19281
63	517	1.34922
72	510	0.453254
65	514	0.161483
71	511	0.246436
281	239	1.14449
277	236	0.198479
277	233	1.04179
277	238	0.228163
276	238	0.241925
278	240	0.152628
41	4	0.152866
47	7	0.755345
41	9	1.26952
42	0	1.77553
42	5	0.200553
48	5	0.217146
570	44	0.198292
573	48	2.07799
571	40	1.38159
566	41	0.469615
565	46	1.10803
568	44	0.522429
501	468	1.39706
500	473	0.439046
499	472	0.207029
497	476	1.61387
496	472	0.369134
0.360005	0.496446	0.41593	0.427592	0.353015	0.395037	0.416167	0.379585	0.430285	0.37596	0.413857	0.41342	0.337556	0.463314	0.331449	0.417175	0.316727	0.41467	0.366153	0.348718	0.335667	0.424218	0.319846	0.392832	0.333962	0.321241	0.467402	0.448097	0.302149
0.504353	0.407437	0.504302	0.585473	0.40669	0.503145	0.541259	0.598924	0.562588	0.445401	0.569506	0.420248	0.470422	0.427473	0.516535	0.404363	0.487422	0.544532	0.575976	0.474658	0.59876	0.518957	0.437146	0.461555	0.4501	0.454589	0.495203	0.552272	0.52226
