35
1109	562
162	186
216	886	22.0369
649	459	9.74622
1025	388	49.7409
4	999	73.7436
781	1081	6.17279
367	1215	58.1254
542	769	30.7218
674	1201	50.8277
393	610	29.4837
425	15	32.3239
261	146	34.205
354	482	32.425
39	1205	81.2658
320	580	31.1846
383	238	43.935
798	1087	5.71196
88	631	51.6597
198	723	34.8175
925	19	51.8833
1192	1024	66.9652
1038	924	24.021
425	108	35.6245
462	316	33.4156
637	485	9.3784
1162	29	52.0336
842	535	71.1918
1046	104	44.6539
908	273	54.2903
542	1221	42.8227
976	901	23.7736
739	289	59.0962
185	822	21.6839
1083	591	12.3886
98	761	40.3054
618	784	24.0821
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
