35
940	128
295	616
1058	421	64.0307
1002	680	64.1518
560	414	40.8693
674	483	26.1966
919	540	25.4846
1223	755	73.7391
1201	1054	107.058
446	595	32.9268
126	1019	30.2784
585	205	31.5845
598	550	19.1428
856	82	29.1087
77	1083	12.3333
218	13	137.35
756	11	37.7282
617	951	71.8458
778	677	36.3262
469	496	34.6691
696	751	33.2814
695	556	1.53192
11	1113	20.8075
34	437	121.825
742	1117	65.1515
188	1183	51.7053
235	767	28.8168
430	1102	79.0635
755	140	44.0676
840	517	29.8006
20	930	47.0167
495	218	34.0454
616	595	16.4695
46	1074	10.5404
694	560	1.57201
530	580	28.9348
171	733	22.0631
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
