29
403	437
58	294
550	804	7.88808
578	836	7.722
218	624	6.62109
773	745	24.4092
478	459	14.6484
130	781	28.9534
633	497	15.0497
242	673	8.35125
740	500	5.74971
586	781	7.83082
155	542	5.79209
715	430	11.1194
440	611	6.033
321	606	19.2383
552	52	13.7676
608	160	23.1862
363	339	14.9287
757	474	5.33364
471	736	11.4651
509	640	8.39441
671	830	18.395
145	514	3.63338
511	561	9.06961
770	513	3.82059
267	251	14.5194
439	650	6.74596
303	754	18.1428
163	179	24.3911
413	701	10.9568
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
