29
489	77
666	655
731	778	13.7799
442	116	7.3463
510	742	3.43473
367	609	12.2045
481	89	2.7649
804	67	8.83641
712	71	8.41637
622	740	13.3563
431	285	12.2615
602	463	27.752
438	579	8.44105
410	75	7.01877
220	137	9.50535
84	647	12.0043
4	428	19.8143
56	334	12.0261
302	247	20.4059
480	745	5.89397
394	746	10.2873
140	549	13.8097
503	238	14.508
84	55	28.2882
623	241	23.3167
742	16	9.56422
283	123	7.39832
777	457	29.3075
541	94	10.8955
403	115	5.19002
488	9	12.6603
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
