29
697	522
90	603
352	149	53.0386
681	348	55.6478
483	60	26.8965
564	63	25.3012
759	43	10.4986
14	179	41.0623
801	829	11.2364
353	824	34.6427
394	482	22.5793
816	405	49.4861
392	288	34.3189
730	40	11.1093
25	414	22.2015
422	725	47.7114
249	815	25.441
279	405	44.9052
47	664	24.5692
31	528	19.29
94	245	36.1797
89	91	41.5837
407	544	23.76
198	564	45.5256
102	736	30.8731
470	212	40.3048
827	555	52.6156
1	472	20.7657
202	763	26.0727
832	835	10.0475
217	80	46.5111
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
