29
224	219
771	327
419	595	23.1408
219	597	27.3309
558	441	29.2271
324	631	23.892
578	667	18.038
572	311	13.9876
436	692	25.7861
641	810	35.1452
274	701	16.9849
403	430	24.6277
726	257	14.092
578	599	17.8774
554	226	21.1417
193	236	8.81471
404	274	35.5123
75	147	38.0358
68	532	36.19
243	756	18.8072
177	33	34.0785
277	452	25.9982
633	298	7.07854
632	323	5.58015
356	543	20.6335
240	136	17.9595
677	273	13.4011
670	425	21.5039
683	508	18.6825
141	676	30.5369
227	828	17.733
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
