29
527	500
221	747
369	68	1.4908
610	718	5.69998
619	736	4.72667
529	614	31.9815
173	359	14.4304
374	718	21.3233
380	24	10.9882
415	803	26.425
336	308	12.3979
473	456	8.11407
66	358	19.2846
806	461	36.1219
483	301	4.01066
470	294	3.29751
283	208	8.00512
157	425	7.67314
163	664	13.8025
583	76	45.811
627	261	2.71614
253	187	10.008
628	270	2.47989
371	73	1.1186
64	500	22.6118
335	433	20.5901
368	355	12.9324
108	697	13.3757
754	578	28.1409
502	449	8.51701
122	426	9.73157
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
