33
150	661
283	549
439	190	8.03171
664	473	12.1075
409	266	17.6042
402	197	10.7332
835	253	32.1949
501	899	4.07308
505	12	46.935
807	467	39.4936
859	613	10.4777
516	847	8.55606
912	1017	49.4203
294	270	26.0351
674	228	18.8181
357	573	13.0295
676	779	36.7918
951	241	32.0329
378	531	12.7341
984	800	20.0359
937	598	14.3966
775	906	39.4015
489	576	35.6325
1066	813	24.4509
795	69	39.6216
189	320	29.9135
116	956	67.2759
979	19	42.2975
1076	472	43.0127
700	291	17.8412
517	887	4.60453
881	641	8.85954
607	467	16.3318
987	632	16.7897
48	345	36.9058
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
