33
320	677
787	1056
947	1038	16.8296
313	686	1.6993
788	924	24.2556
766	424	7.08987
565	483	12.8232
1013	673	23.0009
439	709	16.0512
381	352	23.9139
26	242	22.7027
465	984	4.75276
811	256	19.5797
507	379	18.6108
596	414	12.6794
607	247	24.1431
858	756	11.2965
538	556	9.06976
245	308	16.9801
96	792	20.0759
331	1088	3.37696
491	1015	4.43964
504	596	8.62486
85	380	16.2137
545	842	18.56
430	65	48.6059
927	314	3.56219
937	292	4.31994
728	475	11.3611
157	912	23.4762
971	37	25.9369
68	526	28.5416
339	1067	2.44744
856	1044	13.0761
776	745	14.7234
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
